1626799265.3592095 "AS3935 Franklin Lightning Detector"
1626799265.3668776 "Schmow-ZoW, Lightning Detector Ready!"
1626799272.2604206 Disturber.
1626799273.762465 Disturber.
1626799274.9648442 Disturber.
1626799276.2667472 Disturber.
1626799278.7701054 Disturber.
1626799279.8714232 Disturber.
1626799280.7721572 Disturber.
1626799282.3756618 Disturber.
1626799283.9770508 Disturber.
1626799284.2800508 Disturber.
1626799409.7587981 "AS3935 Franklin Lightning Detector"
1626799409.7637863 "Schmow-ZoW, Lightning Detector Ready!"
1626811806.5004907 "AS3935 Franklin Lightning Detector"
1626811806.5054772 "Schmow-ZoW, Lightning Detector Ready!"
1626812778.4414053 Disturber.
1626812779.1439757 Disturber.
1626812785.445548 Disturber.
1626812785.648007 Disturber.
1626812786.050216 Disturber.
1626812789.8519309 Disturber.
1626813091.6341825 Disturber.
1626813213.9285696 Disturber.
1626813259.827996 Disturber.
1626813320.4266255 Disturber.
1626813437.5208578 Disturber.
1626817528.6441813 Disturber.
1626819154.03707 Disturber.
1626819167.8378398 Disturber.
1626819700.205021 Disturber.
1626820009.2867427 Disturber.
1626820355.6660585 Disturber.
1626820554.254971 Disturber.
1626821067.6238983 Disturber.
1626821547.693596 Disturber.
1626821729.8836815 Disturber.
1626821913.173896 Disturber.
1626822113.8626447 Disturber.
1626822295.9532495 Disturber.
1626822476.6438735 Disturber.
1626822479.2463205 Disturber.
1626822904.019773 Disturber.
1626823087.311497 Disturber.
1626823514.1838982 Disturber.
1626823694.4748354 Disturber.
1626823697.4765332 Disturber.
1626824173.347064 Disturber.
1626824356.9375553 Disturber.
1626824790.110471 Disturber.
1626825073.7942514 Disturber.
1626825255.2845724 Disturber.
1626825435.7749808 Disturber.
1626825438.5763593 Disturber.
1626825914.3477254 Disturber.
1626826783.6912565 Disturber.
1626826985.18045 Disturber.
1626827116.4737048 Disturber.
1626827322.262796 Disturber.
1626827619.7443104 Disturber.
1626827687.8435316 "Lightning Strike Detected!"
1626827687.846524 "Approximately: 1km away!"
1626827868.1335275 Disturber.
1626828177.31449 Disturber.
1626828410.1012056 Disturber.
1626828472.0993571 Disturber.
1626828898.8751044 Disturber.
1626829399.8440464 Disturber.
1626829966.5086708 Disturber.
1626829995.2092094 Disturber.
1626830079.5055606 Disturber.
1626831014.3448522 Disturber.
1626831195.7344165 Disturber.
1626831483.418552 Disturber.
1626831515.6180406 Disturber.
1626832052.0840764 Disturber.
1626832526.7550035 Disturber.
1626832839.4357855 Disturber.
1626833761.9763713 Disturber.
1626834052.359817 Disturber.
1626834416.3370316 Disturber.
1626835077.7945793 Disturber.
1626837440.238719 Disturber.
1626838402.6769872 Disturber.
1626838426.1779659 Disturber.
1626838607.267965 Disturber.
1626839058.84103 Disturber.
1626839958.983722 Disturber.
1626840124.9747198 Disturber.
1626840492.4532638 Disturber.
1626840750.6379287 Disturber.
1626840855.3335845 Disturber.
1626840886.2340665 Disturber.
1626841196.7157063 Disturber.
1626841411.1046188 Disturber.
1626841791.4810166 Disturber.
1626842345.2471406 Disturber.
1626843137.9968088 Disturber.
1626843170.5971718 Disturber.
1626843305.4908235 Disturber.
1626843317.8917942 Disturber.
1626843815.0614083 Disturber.
1626843887.1596706 Disturber.
1626843973.1560147 Disturber.
1626844037.0543506 Disturber.
1626844069.554492 Disturber.
1626844430.333219 Disturber.
1626844464.3329954 Disturber.
1626844493.1338298 Disturber.
1626844510.1345532 Disturber.
1626844805.2180965 Disturber.
1626844827.6190882 Disturber.
1626844871.7183537 Disturber.
1626845066.8072355 Disturber.
1626845476.082933 Disturber.
1626845656.873632 Disturber.
1626845666.9751408 Disturber.
1626845670.9770453 Disturber.
1626846008.857149 Disturber.
1626846129.351509 Disturber.
1626846179.251006 Disturber.
1626846229.7497582 Disturber.
1626846269.649161 Disturber.
1626846451.8392036 Disturber.
1626846629.7306762 Disturber.
1626846761.023588 Disturber.
1626847169.599655 Disturber.
1626847300.7937531 Disturber.
1626847308.794973 Disturber.
1626847534.38303 Disturber.
1626847844.6642354 Disturber.
1626847897.8632827 Disturber.
1626848022.8574977 Disturber.
1626848072.7564974 Disturber.
1626848371.239229 Disturber.
1626848743.1171613 Disturber.
1626848752.2183623 Disturber.
1626848873.413398 Disturber.
1626848998.7074494 Disturber.
1626849020.407982 Disturber.
1626849050.9089034 Disturber.
1626849611.3745167 Disturber.
1626849685.1721237 Disturber.
1626849865.9624586 Disturber.
1626849925.2606547 Disturber.
1626850102.8508632 Disturber.
1626850441.0313122 Disturber.
1626850622.3221962 Disturber.
1626850736.617049 Disturber.
1626851026.9998639 Disturber.
1626851238.8887072 Disturber.
1626851437.177981 Disturber.
1626851556.4727225 Disturber.
1626851708.965255 Disturber.
1626851959.1512172 Disturber.
1626851964.152431 Disturber.
1626852033.0502784 Disturber.
1626852115.047701 Disturber.
1626852155.447743 Disturber.
1626852163.1492155 Disturber.
1626852180.150255 Disturber.
1626852248.1481075 Disturber.
1626852328.344929 Disturber.
1626852410.7417321 Disturber.
1626852414.4445899 Disturber.
1626852553.0379531 Disturber.
1626852856.2203102 Disturber.
1626853184.9007761 Disturber.
1626853198.8024845 Disturber.
1626853226.8032448 Disturber.
1626853325.9982617 Disturber.
1626853348.5992794 Disturber.
1626853514.2910063 Disturber.
1626853532.791722 Disturber.
1626853682.5843146 Disturber.
1626853762.8817747 Disturber.
1626854073.2638116 Disturber.
1626854096.7645047 Disturber.
1626854186.0604484 Disturber.
1626854558.038794 Disturber.
1626854739.228742 Disturber.
1626854768.829639 Disturber.
1626854772.831846 Disturber.
1626854886.926926 Disturber.
1626855200.6087012 Disturber.
1626855221.4093752 Disturber.
1626855221.7117212 Disturber.
1626855224.713601 Disturber.
1626855227.0160909 Disturber.
1626855298.0140662 Disturber.
1626855400.8090255 Disturber.
1626855729.7905529 Disturber.
1626855875.6827133 Disturber.
1626856086.1712043 Disturber.
1626856160.1694622 Disturber.
1626856406.3556123 Disturber.
1626856462.0542102 Disturber.
1626856515.853271 Disturber.
1626856714.3421037 Disturber.
1626856835.1364548 Disturber.
1626856913.0335748 Disturber.
1626856928.235658 Disturber.
1626856969.0353148 Disturber.
1626857032.933412 Disturber.
1626857214.22357 Disturber.
1626857254.2230859 Disturber.
1626857341.1204076 Disturber.
1626857634.1033764 Disturber.
1626857814.8944461 Disturber.
1626857954.5877345 Disturber.
1626858019.685577 Disturber.
1626858218.974808 Disturber.
1626858618.7507317 Disturber.
1626858723.846251 Disturber.
1626858787.1449308 Disturber.
1626858968.3350801 Disturber.
1626858971.337845 Disturber.
1626859088.3323138 Disturber.
1626859093.1339061 Disturber.
1626859100.735902 Disturber.
1626859132.4363947 Disturber.
1626859282.228432 Disturber.
1626859292.7306118 Disturber.
1626859385.9273832 Disturber.
1626859566.9173846 Disturber.
1626859654.714227 Disturber.
1626859724.7113717 Disturber.
1626859785.9100835 Disturber.
1626860002.3989518 Disturber.
1626860046.7977052 Disturber.
1626860227.6884706 Disturber.
1626860302.886526 Disturber.
1626860335.2861137 Disturber.
1626860517.4763856 Disturber.
1626860532.5784128 Disturber.
1626860657.4730654 Disturber.
1626860861.062208 Disturber.
1626861026.152844 Disturber.
1626861049.653732 Disturber.
1626861076.4548047 Disturber.
1626861117.0545652 Disturber.
1626861362.9407227 Disturber.
1626861374.5424583 Disturber.
1626861459.1390889 Disturber.
1626861660.4287615 Disturber.
1626862126.1010053 Disturber.
1626862173.2004588 Disturber.
1626862354.2902408 Disturber.
1626862545.2808342 Disturber.
1626862547.183102 Disturber.
1626862671.176969 Disturber.
1626862955.7606533 Disturber.
1626863036.8584611 Disturber.
1626863194.5506182 Disturber.
1626863197.951935 Disturber.
1626863250.5512836 Disturber.
1626863267.8524659 Disturber.
1626863334.8504956 Disturber.
1626863369.0505607 Disturber.
1626863380.6519542 Disturber.
1626863601.4399662 Disturber.
1626863689.3365993 Disturber.
1626863743.4357493 Disturber.
1626864030.4195976 Disturber.
1626864058.2197433 Disturber.
1626864258.10954 Disturber.
1626864301.1087275 Disturber.
1626864314.3099828 Disturber.
1626864376.9081879 Disturber.
1626864470.3049939 Disturber.
1626864718.2911317 Disturber.
1626864814.687405 Disturber.
1626864816.4893327 Disturber.
1626864950.8836842 Disturber.
1626865064.5786104 Disturber.
1626865098.7782235 Disturber.
1626865144.7782662 Disturber.
1626865189.9771388 Disturber.
1626865566.0555847 Disturber.
1626865658.351284 Disturber.
1626865690.4514961 Disturber.
1626865720.252072 Disturber.
1626865740.453674 Disturber.
1626865766.6536274 Disturber.
1626865802.0541089 Disturber.
1626865832.853736 Disturber.
1626866013.8446853 Disturber.
1626866098.5415907 Disturber.
1626866388.9253356 Disturber.
1626866613.3127508 Disturber.
1626866649.0133052 Disturber.
1626866656.5146663 Disturber.
1626866926.7003686 Disturber.
1626867049.6943197 Disturber.
1626867345.1769068 Disturber.
1626867392.3757997 Disturber.
1626867573.565712 Disturber.
1626867756.4559047 Disturber.
1626867767.2573564 Disturber.
1626867882.5520127 Disturber.
1626868110.9392188 Disturber.
1626868256.2317662 Disturber.
1626868346.9287715 Disturber.
1626868393.5273182 Disturber.
1626868574.6175294 Disturber.
1626868620.517402 Disturber.
1626868828.905382 Disturber.
1626869009.795695 Disturber.
1626869074.493476 Disturber.
1626869100.6945546 Disturber.
1626869200.4899764 Disturber.
1626869226.2908769 Disturber.
1626869411.3805046 Disturber.
1626869483.7778752 Disturber.
1626869592.8730264 Disturber.
1626869786.1627512 Disturber.
1626869966.4529126 Disturber.
1626870010.1518712 Disturber.
1626870076.7504222 Disturber.
1626870377.6323628 Disturber.
1626870557.922666 Disturber.
1626870670.416666 Disturber.
1626870695.9175637 Disturber.
1626870786.71423 Disturber.
1626871148.4920793 Disturber.
1626871354.8803718 Disturber.
1626871423.1781414 Disturber.
1626871605.0679357 Disturber.
1626871785.3585453 Disturber.
1626871788.360479 Disturber.
1626871904.5549612 Disturber.
1626871945.9553611 Disturber.
1626872173.5424879 Disturber.
1626872353.6316886 Disturber.
1626872717.810458 Disturber.
1626872965.5961483 Disturber.
1626873012.0949285 Disturber.
1626873262.7805314 Disturber.
1626873614.0594568 Disturber.
1626873995.2353196 Disturber.
1626874175.5257974 Disturber.
1626874356.7153997 Disturber.
1626881162.9455156 Disturber.
1626909021.682053 Disturber.
1626910502.1805005 Disturber.
1626919210.9819887 Disturber.
1626919213.4837713 Disturber.
1626919234.9847503 Disturber.
1626919293.2827923 Disturber.
1626919369.5804887 Disturber.
1626919371.482584 Disturber.
1626919390.583788 Disturber.
1626919445.0822575 Disturber.
1626919560.3767757 Disturber.
1626919766.8650043 Disturber.
1626919841.56189 Disturber.
1626919867.2630267 Disturber.
1626919910.762336 Disturber.
1626919914.7641819 Disturber.
1626919942.2644944 Disturber.
1626919980.064707 Disturber.
1626920331.2436526 Disturber.
1626920425.2394886 Disturber.
1626920519.6352699 Disturber.
1626920541.2358644 Disturber.
1626920563.0368855 Disturber.
1626920595.9366164 Disturber.
1626920777.52722 Disturber.
1626920976.8166175 Disturber.
1626921021.316334 Disturber.
1626921039.1167498 Disturber.
